Gender,Age,Debt,Married,BankCustomer,Industry,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
-1.5142633953752063,-0.2635646837383601,-0.6584695557833004,0.5766057811053612,0.5736277915056597,0.18222578394911937,-0.5688014296114486,-0.6947651380913812,-1.0374513101266654,1.1392004993756708,-0.08934047190726453,1.0911819124700035,-0.2858870370160743,0.15389762590510486,-0.17167210761614293,0.0
-1.5142633953752063,1.2175267104914114,-0.13866432833433542,0.5766057811053612,0.5736277915056597,1.6968677502143081,0.10259203867421104,-0.6947651380913812,0.9639006575430584,-0.8778086039709794,-0.49450734889020975,-0.9164374780886861,-0.2858870370160743,-0.44731948602582483,0.0020920809701866203,1.0
0.660387091871965,-0.9779337370555704,-0.9703526922526794,0.5766057811053612,0.5736277915056597,1.3939393569612704,0.7739855069598708,-0.526169232720227,-1.0374513101266654,-0.8778086039709794,-0.49450734889020975,-0.9164374780886861,-0.2858870370160743,-0.18278395677621576,-0.19301156937235883,0.0
0.660387091871965,1.3298329564620839,0.3811408991146295,0.5766057811053612,0.5736277915056597,-0.4236310025569562,0.7739855069598708,-0.35757332734907277,-1.0374513101266654,-0.8778086039709794,-0.49450734889020975,1.0911819124700035,-0.2858870370160743,-1.0485365979567545,-0.1466744524160043,0.0
0.660387091871965,-1.0480195898041855,-0.9703526922526794,-1.7342871555727142,-1.7432907101226691,-1.6353445755691072,-1.9115883661827682,-0.6947651380913812,-1.0374513101266654,-0.8778086039709794,-0.49450734889020975,1.0911819124700035,2.670184925730134,1.9575489616978938,-0.192808336403252,0.0
0.660387091871965,-0.612305131752554,0.40713116048707776,-1.7342871555727142,-1.7432907101226691,1.3939393569612704,0.7739855069598708,1.1597898209913153,0.9639006575430584,-0.8778086039709794,-0.49450734889020975,1.0911819124700035,2.670184925730134,-0.44731948602582483,-0.19301156937235883,1.0
0.660387091871965,-0.8445172944738694,-0.8060942403788064,-1.7342871555727142,-1.7432907101226691,0.7880825704551949,0.7739855069598708,-0.47053258394774605,-1.0374513101266654,-0.8778086039709794,-0.49450734889020975,-0.9164374780886861,-0.2858870370160743,-0.08658921886726702,-0.19301156937235883,0.0
0.660387091871965,-0.555729804834997,1.6286734449921454,0.5766057811053612,0.5736277915056597,-1.0294877890630316,0.7739855069598708,0.3168102941355442,0.9639006575430584,-0.8778086039709794,-0.49450734889020975,1.0911819124700035,2.670184925730134,-0.9282931755705686,-0.19301156937235883,1.0
0.660387091871965,-0.8158074270828701,-0.8663916467628864,0.5766057811053612,0.5736277915056597,-0.4236310025569562,0.7739855069598708,-0.6526161617485926,-1.0374513101266654,-0.8778086039709794,-0.49450734889020975,-0.9164374780886861,-0.2858870370160743,1.1158450049945923,-0.19301156937235883,0.0
0.660387091871965,-0.9779337370555704,1.326146802616848,0.5766057811053612,0.5736277915056597,-0.4236310025569562,0.7739855069598708,-0.020381516606764287,-1.0374513101266654,-0.8778086039709794,-0.49450734889020975,1.0911819124700035,-0.2858870370160743,-0.23088132573069015,-0.19301156937235883,0.0
